id,InvoiceID,InvoiceNumber,user_id,order_type,ordernumber,shipping_method_id,payment_mothod_id,subtotal,vat,shipping_charge,discount,total,status,deleted,deleted_by,created_at,Day,Month,Year,Day of Week
1906,70d14e2f-a267-4931-9270-c18d092c8ae5,INV-6680,7078,1,16277204357078,12,1,2020,223.96,0,303,1717,6,0,NULL,31/07/2021,31,7,2021,7
1907,4152e259-6fae-457a-9c74-c616fb843a7d,INV-6681,3598,1,16277220683598,16,1,830,92.02,0,124.5,755.5,6,0,NULL,31/07/2021,31,7,2021,7
1909,5e4d543d-8a77-4a37-a9af-129840bd8fa2,INV-6682,8459,1,16277228358459,24,1,2419,268.19,0,362.85,2056.15,6,0,NULL,31/07/2021,31,7,2021,7
1911,fdc25c93-9b19-4424-b8b9-750703f08247,INV-6683,6673,1,16277232016673,24,1,807,89.47,0,121.05,685.95,6,0,NULL,31/07/2021,31,7,2021,7
1912,8888b461-5b1d-4f12-b204-e8d252e3bc76,INV-6684,8493,1,16277244308493,12,1,2660,346.96,0,0,2660,6,0,NULL,31/07/2021,31,7,2021,7
1914,1033058f-9619-4ac0-bf22-536765eaa12d,INV-6685,8494,1,16277270268494,12,1,1660,184.04,0,249,1411,6,0,NULL,31/07/2021,31,7,2021,7
1917,c681b8a5-3c93-4fef-8f12-ecaedceec4a9,INV-6686,8496,1,16277289258496,24,1,699,91.17,0,0,699,6,0,NULL,31/07/2021,31,7,2021,7
1919,2fd01678-42b2-47be-9e8a-d36f0d6d0641,INV-6687,5061,1,16277291925061,16,1,445,49.34,0,66.75,378.25,6,0,NULL,31/07/2021,31,7,2021,7
1922,926bed52-3150-4394-b71e-41308fed5ac9,INV-6830,7051,1,16277317327051,16,2,1234,136.81,0,185.1,1048.9,6,0,NULL,31/07/2021,31,7,2021,7
1923,6dccb0a2-41d1-4fc6-a604-6456d3122f74,INV-6689,6433,1,16277320406433,24,1,2016.32,263,0,0,2016.32,6,0,NULL,31/07/2021,31,7,2021,7
1926,b7eb42df-6029-4c13-9cab-10afebee5dbe,INV-6690,6536,1,16277344696536,24,1,660,86.09,0,0,660,6,0,NULL,31/07/2021,31,7,2021,7
1927,c0b3b0af-c406-4ab7-b4dd-063f209f4902,INV-6692,8497,1,16277371548497,24,1,825,91.47,0,123.75,701.25,6,0,NULL,31/07/2021,31,7,2021,7
1928,f6606730-6d5e-4624-8547-0a69209db3d2,INV-6691,8499,1,16277372028499,16,1,2840.85,314.96,0,426.13,2414.72,6,0,NULL,31/07/2021,31,7,2021,7
1930,d0a051c5-d4b8-461e-b983-1ae659d54e44,INV-6693,6467,1,16277379756467,24,1,300,33.26,0,45,255,6,0,NULL,31/07/2021,31,7,2021,7
1932,272c76c3-aac0-4253-bcc9-0dbec6b3604b,INV-6694,8498,1,16277385808498,12,1,954,105.77,0,143.1,810.9,6,0,NULL,31/07/2021,31,7,2021,7
1933,00d19420-d13d-4d5b-bd70-3cbfe76005d6,INV-6695,8500,1,16277388808500,12,1,850,94.24,0,127.5,722.5,6,0,NULL,31/07/2021,31,7,2021,7
1934,ca9bbd92-9d70-4dd8-8fad-87e438de9204,INV-6696,8501,1,16277393208501,16,1,830,92.02,0,124.5,705.5,6,0,NULL,31/07/2021,31,7,2021,7
1935,d1665b9c-8642-447d-a841-c35002c6881d,INV-6697,8503,1,16277404348503,12,1,940,104.22,0,141,799,6,0,NULL,31/07/2021,31,7,2021,7
1938,e96ebecf-9979-44fc-a53d-0934aac58d77,INV-6698,7594,1,16277419857594,12,1,1465,162.42,0,219.75,1245.25,6,0,NULL,31/07/2021,31,7,2021,7
1939,2f521f3d-0d5c-4168-887e-eda6e102caa7,INV-6699,8504,1,16277420358504,24,1,1740,192.91,0,261,1479,6,0,NULL,31/07/2021,31,7,2021,7
1942,4f1c8ce3-4e9d-4465-be32-f6811e5acf19,INV-6700,8483,1,16277425248483,24,11,320,44.61,70,48,342,6,0,NULL,31/07/2021,31,7,2021,7
1943,bc73500e-fbd8-416b-b1a6-f7d752cc8f4d,INV-6701,8505,1,16277431248505,17,1,2055,227.84,0,308.25,1746.75,6,0,NULL,31/07/2021,31,7,2021,7
1944,dac40e10-0583-406f-bc43-613af623dabe,INV-6702,339,1,1627743827339,16,1,538,59.65,0,80.7,457.3,6,0,NULL,31/07/2021,31,7,2021,7
1945,d1bc7229-1480-4a7c-bece-f142480f8700,INV-6756,1488,1,16277472481488,16,2,850,94.24,0,127.5,722.5,6,0,NULL,31/07/2021,31,7,2021,7
1946,487bbcb1-128e-4b1a-b6dd-47eb73b5b849,INV-6837,8507,1,16277475678507,16,2,535,59.32,0,80.25,454.75,6,0,NULL,31/07/2021,31,7,2021,7
1947,4cf4f71f-e4e7-4e12-a6c5-e9f3458e3099,INV-6703,8508,1,16277482548508,16,1,855,94.79,0,128.25,726.75,6,0,NULL,31/07/2021,31,7,2021,7
1948,2a2ffe82-82c6-4043-a5c6-d378533ba438,INV-6705,8509,1,16277501008509,16,1,835,92.58,0,125.25,709.75,6,0,NULL,31/07/2021,31,7,2021,7
1949,f87aeee5-bc73-477a-a266-2954d1e30cc7,INV-6706,6186,1,16277507456186,12,1,835,92.58,0,125.25,709.75,6,0,NULL,31/07/2021,31,7,2021,7
1950,cf70584d-c891-44ee-8f64-a4decbf09e59,INV-6707,7195,1,16277517147195,12,12,515,76.3,70,0,585,6,0,NULL,31/07/2021,31,7,2021,7
1951,1f394155-9b6f-478f-b6ba-a74668b620a5,INV-6708,8510,1,16277528658510,24,1,1474,163.42,0,221.1,1252.9,6,0,NULL,31/07/2021,31,7,2021,7
1952,1a2e797e-a490-42c5-b7fd-6b79d932d376,INV-6709,7220,1,16277540417220,12,1,695,77.05,0,104.25,590.75,6,0,NULL,31/07/2021,31,7,2021,7
1953,b4103982-7c65-4007-b9d2-8784d6be6261,INV-6710,8512,1,16277542788512,24,1,830,92.02,0,124.5,705.5,6,0,NULL,31/07/2021,31,7,2021,7
1954,74b929b3-4773-4b0a-8c86-cb500d49ae57,INV-6711,6720,1,16277543846720,24,1,830,92.02,0,124.5,705.5,6,0,NULL,31/07/2021,31,7,2021,7
1955,f5f81eed-4f30-44f1-ae83-d9b42dc42f55,INV-6831,6725,1,16277558726725,16,2,2244,248.79,0,336.6,1907.4,6,0,NULL,31/07/2021,31,7,2021,7
1956,19c629ff-6073-42d2-8688-0db4bb17dab3,INV-6712,8513,1,16277560908513,24,1,440,48.78,0,66,374,6,0,NULL,31/07/2021,31,7,2021,7
1957,a4a8a175-1b28-4084-af3b-00087d1c0bb3,INV-6713,5780,1,16277562645780,24,1,820,90.91,0,123,697,6,0,NULL,31/07/2021,31,7,2021,7
1958,361b0ebf-5fe3-42f4-901e-dcb05d70c486,INV-7255,4220,1,16277566794220,12,11,1395,154.66,0,209.25,1185.75,6,0,NULL,31/07/2021,31,7,2021,7
1959,56e5b304-fd52-4bb4-9c52-4a3b68ce22dd,INV-6714,4111,1,16277574704111,16,1,880,97.57,0,132,748,6,0,NULL,31/07/2021,31,7,2021,7
1962,54229aba-71ec-40e8-8b47-0bd9376a89ae,INV-6717,6066,1,16277589756066,18,1,756,98.61,0,0,756,6,0,NULL,31/07/2021,31,7,2021,7
1963,74adfe6f-c7ee-44b0-a6ce-f52b37050037,INV-6716,8037,1,16277590798037,24,1,1398,155,0,209.7,1188.3,6,0,NULL,31/07/2021,31,7,2021,7
1964,fd0e9203-b67f-4ab7-b0c7-69e1990558a6,INV-6715,3239,1,16277590813239,12,1,830,92.02,0,124.5,705.5,6,0,NULL,31/07/2021,31,7,2021,7
1965,299460cd-bddb-482b-bf29-b0ffe8bc5dfa,INV-6718,8516,1,16277602698516,19,12,3700,410.22,0,555,3145,6,0,NULL,31/07/2021,31,7,2021,7
1966,aa0f87f2-ce8b-48fd-8a0c-ff86b86ce352,INV-6835,3702,1,16277609893702,16,2,1660,184.04,0,249,1411,6,0,NULL,31/07/2021,31,7,2021,7
1967,668a486a-8c3c-4782-9423-7c4063605e8f,INV-6719,1570,1,16277616351570,18,1,1534,170.07,0,230.1,1303.9,6,0,NULL,31/07/2021,31,7,2021,7
1968,616810e5-2790-4c70-a5a8-f9bbd60af989,INV-6720,5373,1,16277622895373,16,1,2399,265.98,0,359.85,2039.15,6,0,NULL,31/07/2021,31,7,2021,7
1969,1fbe95b7-6787-4cfb-9781-22eb61e59909,INV-6722,5750,1,16277625545750,12,1,1074,119.07,0,161.1,912.9,6,0,NULL,31/07/2021,31,7,2021,7
1970,c78e59ae-4cf7-404b-9a17-804f6a867942,INV-6721,8517,1,16277628538517,16,1,440,48.78,0,66,374,6,0,NULL,31/07/2021,31,7,2021,7
1971,c6fc5afc-87e3-43b9-9c42-fa7e04bab35e,INV-6723,2474,1,16277644392474,16,1,1670,185.15,0,250.5,1419.5,6,0,NULL,31/07/2021,31,7,2021,7
1973,4496d181-306e-42ad-8d14-8c6b8fde875c,INV-6724,8519,1,16277646438519,12,1,1035,135,0,0,1035,6,0,NULL,31/07/2021,31,7,2021,7
1974,8481b2f6-b5dd-4c12-854e-016ffe118544,INV-6725,3317,1,16277652143317,12,1,845,93.68,0,126.75,718.25,6,0,NULL,31/07/2021,31,7,2021,7
1976,2d1004a0-b150-4ab3-836d-fdb98985002a,INV-6832,3089,1,16277668093089,24,2,1700,188.48,0,255,1445,6,0,NULL,31/07/2021,31,7,2021,7
1977,5e6d5fdb-6623-47ec-b53c-70423e09b936,INV-6728,2141,1,16277696082141,12,1,1700,188.48,0,255,1445,6,0,NULL,01/08/2021,1,8,2021,1
1990,090451b5-901d-48c2-8551-3b8a8e25e0f5,INV-6729,8520,1,16277973358520,13,1,870,113.48,0,0,870,6,0,NULL,01/08/2021,1,8,2021,1
1991,40646b1d-c158-4d39-97bf-1737c237b7de,INV-6730,8521,1,16277984518521,12,12,326.59,51.73,70,0,396.59,6,0,NULL,01/08/2021,1,8,2021,1
1992,d07d215c-9c12-492a-bf52-2bce9beb3da8,INV-6731,2677,1,16277990412677,24,1,894,116.61,0,0,894,6,0,NULL,01/08/2021,1,8,2021,1
1993,a2d4e4d1-c215-408c-b0cd-f95741594a50,INV-6753,8522,1,16277997238522,12,2,751.5,98.02,0,0,751.5,6,0,NULL,01/08/2021,1,8,2021,1
1994,c37321ca-72a7-4e0e-9c12-0a4a13a50863,INV-6732,1646,1,16278029931646,16,1,830,92.02,0,124.5,705.5,6,0,NULL,01/08/2021,1,8,2021,1
1995,0d2de948-5e7f-4731-86ca-aa7ae9860d95,INV-6735,7928,1,16278051487928,24,12,335,46.27,70,50.25,354.75,6,0,NULL,01/08/2021,1,8,2021,1
1997,63ae7d37-31f7-40ee-9712-bf2ee5bf20e3,INV-6736,8527,1,16278159918527,24,1,280,31.04,0,42,238,6,0,NULL,01/08/2021,1,8,2021,1
1998,0a47693e-7beb-41e0-964d-732ccd5e7f33,INV-6737,7812,1,16278167597812,12,1,885,115.43,0,0,885,6,0,NULL,01/08/2021,1,8,2021,1
1999,78e98083-b5ee-4e0e-b9df-f7ee3e9891ee,INV-6738,8528,1,16278168098528,16,12,835,108.91,0,0,835,6,0,NULL,01/08/2021,1,8,2021,1
2001,8243b19f-0b64-40ef-a7a3-6df81a7b977b,INV-6739,7160,1,16278219757160,24,1,835,108.91,0,0,835,6,0,NULL,01/08/2021,1,8,2021,1
2002,cfa09315-d3b7-40d4-97f8-3f12e0fea696,INV-6757,8531,1,16278233458531,19,2,510,75.65,70,0,580,6,0,NULL,01/08/2021,1,8,2021,1
2003,76372940-1017-4fc8-a9f2-749e02fb76f5,INV-6740,8533,1,16278249468533,24,1,1124,124.62,0,168.6,955.4,6,0,NULL,01/08/2021,1,8,2021,1
2005,a1e1b53d-74c3-4d5a-ba86-e8237158df07,INV-6833,8532,1,16278254628532,12,2,1089,142.04,0,0,1089,6,0,NULL,01/08/2021,1,8,2021,1
2006,01059bc9-d0a8-41db-91f7-06e9e6fd4aef,INV-6741,8534,1,16278254978534,12,1,1670,217.83,0,0,1670,6,0,NULL,01/08/2021,1,8,2021,1
2007,dd199719-9210-4d7a-940b-b421f4101340,INV-6742,8535,1,16278257108535,10,1,285,46.3,70,0,355,6,0,NULL,01/08/2021,1,8,2021,1
2008,256c58a6-79d2-41a2-bac7-5151374964b8,INV-6743,8536,1,16278267228536,16,1,835,98.02,0,83.5,751.5,6,0,NULL,01/08/2021,1,8,2021,1
2009,c3fea3c9-afec-4ddd-b89f-f6388493ece8,INV-6744,6137,1,16278277826137,12,1,1060,117.52,0,159,901,6,0,NULL,01/08/2021,1,8,2021,1
2010,968a2817-f049-466e-b880-c7bf7ba4d856,INV-6745,8530,1,16278279348530,24,1,2932,382.43,0,0,2932,6,0,NULL,01/08/2021,1,8,2021,1
2011,6652f2b3-95ab-4897-9118-f2ac742ea2e2,INV-6746,8537,1,16278283648537,12,1,770,100.43,0,0,770,6,0,NULL,01/08/2021,1,8,2021,1
2012,c9412e56-4f58-4aaf-9ccc-bf84ba34496a,INV-6747,8538,1,16278315628538,12,12,850,110.87,0,0,850,6,0,NULL,01/08/2021,1,8,2021,1
2013,6d350afb-b152-421e-9ad0-6a7936c9b0b2,INV-6748,8539,1,16278327198539,18,1,835,108.91,0,0,835,6,0,NULL,01/08/2021,1,8,2021,1
2014,51e722f8-5987-4249-b85a-a68eb388cc74,INV-6754,7142,1,16278336237142,12,2,1334,174,0,0,1334,6,0,NULL,01/08/2021,1,8,2021,1
2015,bac2378c-a5a9-4b92-8c46-a521f5f5157f,INV-6749,3074,1,16278374043074,16,1,1660,184.04,0,249,1411,6,0,NULL,01/08/2021,1,8,2021,1
2016,a6d31574-57ab-4cb2-b70c-f59d48ccbfaa,INV-6750,8542,1,16278403328542,16,1,2580,302.87,0,258,2322,6,0,NULL,01/08/2021,1,8,2021,1
2017,8f3514be-3c0c-4179-9cd8-1579018dbbde,INV-6751,8543,1,16278412088543,16,12,4347,567,0,0,4347,6,0,NULL,01/08/2021,1,8,2021,1
2019,e64be7d6-eb0a-49b0-9d2e-576d7e19f102,INV-6862,6420,1,16278496456420,12,2,960,106.43,0,144,816,6,0,NULL,01/08/2021,1,8,2021,1
2020,a211c7cb-4620-4200-9515-72d0c2c0eea6,INV-6752,8547,1,16278519958547,16,1,830,92.02,0,124.5,705.5,6,0,NULL,01/08/2021,1,8,2021,1
2029,374712af-d4c2-4d1f-b2c4-5b1de8df70cd,INV-6758,7304,1,16278843297304,12,1,850,110.87,0,0,850,6,0,NULL,02/08/2021,2,8,2021,2
2030,75c40a6c-4323-49e9-b28b-94bed06bf560,INV-6759,8549,1,16278849138549,16,1,1035,135,0,0,1035,6,0,NULL,02/08/2021,2,8,2021,2
2031,47dba5f8-e52e-4ef0-8525-3ded8732e32e,INV-6760,7136,1,16278850537136,18,1,1844,240.52,0,0,1844,6,0,NULL,02/08/2021,2,8,2021,2
2032,7785f857-d1e5-4838-8ac9-76613e52014e,INV-6761,5145,1,16278852845145,24,1,391.5,60.2,70,0,461.5,6,0,NULL,02/08/2021,2,8,2021,2
2033,3bdd924d-49c3-46d7-bd02-ea2e6705d52c,INV-6762,2392,1,16278861642392,17,1,890,116.09,0,0,890,6,0,NULL,02/08/2021,2,8,2021,2
2034,2f3219a9-188f-4995-a3cd-aeac6dbc0657,INV-6764,8550,1,16278865558550,17,1,835,108.91,0,0,835,6,0,NULL,02/08/2021,2,8,2021,2
2036,09cc9873-d246-4098-9599-f95dedc08cb1,INV-6766,2977,1,16278879012977,12,11,3887,456.3,0,388.7,3498.3,6,0,NULL,02/08/2021,2,8,2021,2
2037,63013610-f85e-4169-8e29-2cf3f76ca62c,INV-6767,7373,1,16278893867373,12,1,2265,295.43,0,0,2265,6,0,NULL,02/08/2021,2,8,2021,2
2038,194ce26e-f1d0-4066-9526-6d31423c0b6b,INV-6769,8551,1,16278917818551,18,11,751.5,98.02,0,0,751.5,6,0,NULL,02/08/2021,2,8,2021,2
2039,eb9938ca-6e32-405c-8797-47563f678eab,INV-6771,3743,1,16278928513743,12,1,699,91.17,0,0,699,6,0,NULL,02/08/2021,2,8,2021,2
2040,c2990c26-be83-430e-a5d5-9e03e632ecb1,INV-6772,2146,1,16278930582146,12,1,2133,250.4,0,213.3,1919.7,6,0,NULL,02/08/2021,2,8,2021,2
2041,45c526d0-f7a3-4520-aec2-defaa7165b31,INV-6776,1451,1,16278956331451,16,1,1654,215.74,0,0,1654,6,0,NULL,02/08/2021,2,8,2021,2
2042,8506bce6-ab17-4f17-8f6b-5aa03493814e,INV-6777,8556,1,16278971948556,24,1,1194,155.74,0,0,1194,6,0,NULL,02/08/2021,2,8,2021,2
2043,750ea135-26c3-4885-b5f4-b7eb58243166,INV-6779,1599,1,16278983341599,12,1,835,108.91,0,0,835,6,0,NULL,02/08/2021,2,8,2021,2
2044,c670055d-1d37-4a99-ac87-1887d8e1cd84,INV-6780,8557,1,16278983758557,12,1,830,108.26,0,0,830,6,0,NULL,02/08/2021,2,8,2021,2
2045,87e98bb7-8038-4ea5-b420-da6470af52ce,INV-6781,5016,1,16278994515016,16,1,751.5,98.02,0,0,751.5,6,0,NULL,02/08/2021,2,8,2021,2
2046,c3393033-729c-4865-9633-81810dcbabf9,INV-6783,7967,1,16278998127967,12,1,6209,809.87,0,0,6209,6,0,NULL,02/08/2021,2,8,2021,2
2047,a5a3867b-be7a-48bc-89b1-4ddcb90c0ab8,INV-6784,8558,1,16279000448558,13,1,835,108.91,0,0,835,6,0,NULL,02/08/2021,2,8,2021,2
2048,6e4dae0d-dfc0-4573-879f-4475ca119409,INV-6797,8559,1,16279020458559,12,1,730,85.7,0,73,657,6,0,NULL,02/08/2021,2,8,2021,2
2049,c5d7b9a5-2521-4d05-80eb-ce17e8f29bb6,INV-6798,2892,1,16279036642892,12,1,1660,216.52,0,0,1660,6,0,NULL,02/08/2021,2,8,2021,2
2050,da924d94-aaf8-4ede-b508-c7f3c4d804ec,INV-6800,6378,1,16279044996378,12,1,830,108.26,0,0,830,6,0,NULL,02/08/2021,2,8,2021,2
2051,f3784bff-b6cb-49e6-92b2-0a1d8eb0d78d,INV-6801,6317,1,16279045646317,24,1,1670,217.83,0,0,1670,6,0,NULL,02/08/2021,2,8,2021,2
2052,cd1b420a-f250-4511-89d4-6a52c720cbd3,INV-6829,7356,1,16279048167356,16,2,1990,259.57,0,0,1990,6,0,NULL,02/08/2021,2,8,2021,2
2053,8da7d87b-33f9-4221-ab02-aadae2cc7337,INV-6806,8564,1,16279075848564,16,1,1055,123.85,0,105.5,949.5,6,0,NULL,02/08/2021,2,8,2021,2
2055,37844719-8f21-4ec8-a120-95e8acd5dbb2,INV-6808,8565,1,16279093028565,16,12,1260,164.35,0,0,1260,6,0,NULL,02/08/2021,2,8,2021,2
2057,5b92fcb2-e5ed-44f7-a075-8b3821dfbfe4,INV-6811,8566,1,16279094498566,24,1,540,79.57,70,0,610,6,0,NULL,02/08/2021,2,8,2021,2
2058,1f55d898-51c2-4966-8c30-b73decea4c16,INV-6809,3617,1,16279102263617,10,1,240,40.43,70,0,310,6,0,NULL,02/08/2021,2,8,2021,2
2060,2e29afce-8023-4ee5-83d9-cc276f0ee4e8,INV-6810,8567,1,16279106438567,12,1,747,97.43,0,0,747,6,0,NULL,02/08/2021,2,8,2021,2
2062,a9d0e011-243d-4ae6-b7c1-e8b5695abd6b,INV-6896,8571,1,16279150578571,10,2,645,93.26,70,0,715,6,0,NULL,02/08/2021,2,8,2021,2
2066,2dea966f-5a78-4828-8098-4ec89c903b4b,INV-6812,2251,1,16279175172251,16,1,830,108.26,0,0,830,6,0,NULL,02/08/2021,2,8,2021,2
2068,de4467a5-d7fa-4e64-b39d-be7b9723d42c,INV-6813,8576,1,16279183878576,24,1,1306.36,170.39,0,0,1306.36,6,0,NULL,02/08/2021,2,8,2021,2
2070,942dc3ea-c3ae-4a1f-8247-9ccd035c277f,INV-6814,8578,1,16279210328578,16,1,747,97.43,0,0,747,6,0,NULL,02/08/2021,2,8,2021,2
2071,541c9669-0de9-444e-8750-64343894b0cb,INV-6815,3455,1,16279238113455,17,1,440,66.52,70,0,510,6,0,NULL,02/08/2021,2,8,2021,2
2072,760bc4f1-d6da-4d26-b417-14dd1bfadd6b,INV-6816,8579,1,16279238488579,12,1,1035,135,0,0,1035,6,0,NULL,02/08/2021,2,8,2021,2
2073,2824b76f-c9db-42b8-b487-b4310afa4048,INV-6817,8570,1,16279247018570,17,1,1474,192.26,0,0,1474,6,0,NULL,02/08/2021,2,8,2021,2
2074,8cab1868-3f61-43bd-a0fc-538c3dcd09ed,INV-6818,8580,1,16279255158580,17,1,445,67.17,70,0,515,6,0,NULL,02/08/2021,2,8,2021,2
2075,8478deec-2373-4ae9-ae8d-6b60497c22b4,INV-6819,8581,1,16279263818581,12,1,1455,198.91,70,0,1525,6,0,NULL,02/08/2021,2,8,2021,2
2077,344435b9-4ca4-46ac-b253-e7f1a7b28567,INV-6899,8583,1,16279273938583,12,2,270,44.35,70,0,340,6,0,NULL,02/08/2021,2,8,2021,2
2081,6d1a53aa-43fa-4706-9f73-36604709e211,INV-6820,7188,1,16279293027188,12,1,832,108.52,0,0,832,6,0,NULL,02/08/2021,2,8,2021,2
2082,5815d6ca-36aa-44c2-bb0a-18d375a71ef2,INV-6821,8585,1,16279303858585,12,1,1078,140.61,0,0,1078,6,0,NULL,02/08/2021,2,8,2021,2
2085,0343e795-867f-4817-a781-0a8fc2767774,INV-6866,8582,1,16279325778582,17,2,747,97.43,0,0,747,6,0,NULL,02/08/2021,2,8,2021,2
2086,7a034241-a790-4926-a6d3-2060d840c889,INV-6824,8590,1,16279470048590,17,1,270,44.35,70,0,340,6,0,NULL,03/08/2021,3,8,2021,3
2089,20bcb076-f408-4902-9818-b96fd1f8e122,INV-6825,8587,1,16279643698587,17,1,960,125.22,0,0,960,6,0,NULL,03/08/2021,3,8,2021,3
2090,0e3085f4-29b6-4f8c-b7b5-8b14bfb31d69,INV-6836,7479,1,16279713757479,24,1,715,93.26,0,0,715,6,0,NULL,03/08/2021,3,8,2021,3
2091,1e9b2bc7-71c4-4295-99ca-10bb2aa69ac8,INV-6839,8592,1,16279744838592,24,1,1449,189,0,0,1449,6,0,NULL,03/08/2021,3,8,2021,3
2094,35728e1e-9e15-42fb-aee8-6197236bee06,INV-6842,3716,1,16279757083716,12,1,835,108.91,0,0,835,6,0,NULL,03/08/2021,3,8,2021,3
2095,a85c6e8b-90eb-4f89-9e7c-ab030ced8e83,INV-6843,8162,1,16279778548162,12,12,835,108.91,0,0,835,6,0,NULL,03/08/2021,3,8,2021,3
2096,2f68180c-0a38-40f8-8eb6-ee25f44f0bea,INV-6844,8596,1,16279785748596,12,11,450,67.83,70,0,520,6,0,NULL,03/08/2021,3,8,2021,3
2097,c5d635e1-2c72-4d36-af5d-adeb2cfbc007,INV-6845,8185,1,16279786688185,12,1,650,84.78,0,0,650,6,0,NULL,03/08/2021,3,8,2021,3
2100,c190fd13-2331-4c48-a424-7d7f5e6d6aa4,INV-6897,8597,1,16279798398597,12,2,751.5,98.02,0,0,751.5,6,0,NULL,03/08/2021,3,8,2021,3
2101,2f5655ac-126e-48f3-a833-682182babf04,INV-6847,8598,1,16279810668598,19,1,924,120.52,0,0,924,6,0,NULL,03/08/2021,3,8,2021,3
2102,cbb2eeb8-ba87-4652-a4ae-1a0044966f58,INV-6848,8599,1,16279812898599,12,1,825,107.61,0,0,825,6,0,NULL,03/08/2021,3,8,2021,3
2103,a8f68516-6b43-4c74-8767-9a1812736e8e,INV-6852,8602,1,16279828018602,16,1,850,99.78,0,85,765,6,0,NULL,03/08/2021,3,8,2021,3
2104,a2a2758a-addc-4e7b-89c4-5a2a9d48c65c,INV-6856,8560,1,16279841768560,16,1,810,105.65,0,0,810,6,0,NULL,03/08/2021,3,8,2021,3
2105,c0b9822f-9449-48be-8d72-5fbcb2429dd8,INV-6858,6170,1,16279846486170,17,1,540,79.57,70,0,610,6,0,NULL,03/08/2021,3,8,2021,3
2106,14facfe0-5f1f-42c1-bc47-999838dd2bd7,INV-6859,8603,1,16279852648603,12,1,1374,179.22,0,0,1374,6,0,NULL,03/08/2021,3,8,2021,3
2107,14a0b75a-82ee-4e77-aa13-adc4056806e9,INV-6860,5674,1,16279852945674,24,1,2700,352.17,0,0,2700,6,0,NULL,03/08/2021,3,8,2021,3
2109,9d535dce-3550-44f2-ace9-14a6613acdd7,INV-6867,8606,1,16279880168606,17,1,1389,181.17,0,0,1389,6,0,NULL,03/08/2021,3,8,2021,3
2110,bbc3f632-7dbf-4421-8e21-3cc07d26004b,INV-6868,8607,1,16279885798607,16,1,825,107.61,0,0,825,6,0,NULL,03/08/2021,3,8,2021,3
2111,c6c69366-d933-48d8-928b-fa23b56199b3,INV-6869,8608,1,16279886618608,10,1,269,44.22,70,0,339,6,0,NULL,03/08/2021,3,8,2021,3
2112,5a89d90c-5159-4adf-bade-545266c97474,INV-6900,8594,1,16279902488594,16,2,680,88.7,0,0,680,6,0,NULL,03/08/2021,3,8,2021,3
2113,a4eb0d18-60df-4158-9b60-0f3eacfcc578,INV-6871,7675,1,16279906147675,24,1,290,46.96,70,0,400,6,0,NULL,03/08/2021,3,8,2021,3
2114,38180449-bb91-4238-8a55-9b19391a890c,INV-6872,8609,1,16279910348609,24,12,830,108.26,0,0,830,6,0,NULL,03/08/2021,3,8,2021,3
2115,8ad7f463-0e87-4453-93aa-1712bf676a9f,INV-6875,8610,1,16279919428610,24,12,2635,343.7,0,0,2635,6,0,NULL,03/08/2021,3,8,2021,3
2116,602ba27e-190b-46f0-aa63-aa91924ccdb6,INV-6876,1314,1,16279920471314,12,1,3609,423.67,0,360.9,3248.1,6,0,NULL,03/08/2021,3,8,2021,3
2117,49c5d295-e2b5-4bce-9fad-5b10da7fb9ff,INV-6877,3974,1,16279921183974,24,1,1660,216.52,0,0,1660,6,0,NULL,03/08/2021,3,8,2021,3
2118,a386f9db-9ff4-42bf-8549-83e1a18942ad,INV-6881,8614,1,16279960958614,12,1,440,66.52,70,0,510,6,0,NULL,03/08/2021,3,8,2021,3
2121,3f028613-6975-4c75-8591-95c6c5f6b1d4,INV-6882,4513,1,16279967284513,17,12,1120,146.09,0,0,1120,6,0,NULL,03/08/2021,3,8,2021,3
2122,afb63d4d-af04-45b9-bc5d-6785de48d1fd,INV-6885,5556,1,16279967365556,24,1,1445,188.48,0,0,1445,6,0,NULL,03/08/2021,3,8,2021,3
2123,555ff2a7-7a55-46d6-b6fd-1e81ac37c415,INV-6884,3515,1,16279974503515,12,1,747,86.61,0,83,664,6,0,NULL,03/08/2021,3,8,2021,3
2124,c88cc763-8a54-4bf3-a8a5-0518112cd575,INV-6898,8387,1,16279978738387,16,2,1040,135.65,0,0,1040,6,0,NULL,03/08/2021,3,8,2021,3
2125,712d18be-c2e3-4ece-828e-371e28264fbe,INV-6886,6158,1,16280059536158,12,1,2460,320.87,0,0,2560,6,0,NULL,03/08/2021,3,8,2021,3
2126,2ff6b5b5-3a23-4c05-98c3-73092ffdc4d5,INV-6887,8617,1,16280065888617,24,1,835,108.91,0,0,835,6,0,NULL,03/08/2021,3,8,2021,3
2127,9bfd02d2-575d-4b42-b349-a65ea824d677,INV-6888,8618,1,16280072518618,12,1,285,46.3,70,0,355,6,0,NULL,03/08/2021,3,8,2021,3
2131,fbcab34a-bbc7-4156-b6c4-2988665a8ab5,INV-6889,7578,1,16280082347578,12,1,445,67.17,70,0,515,6,0,NULL,03/08/2021,3,8,2021,3
2132,f1b755a9-eac0-4ee4-aeb0-c2f34324aa40,INV-6890,8612,1,16280089688612,12,12,755,98.48,0,0,755,6,0,NULL,03/08/2021,3,8,2021,3
